identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_precisez;geolocalisation_ban
2153;Musée d'Orsay;1, rue de la Légion d'Honneur;;75007 Paris;https://www.youtube.com/playlist?list=PLwUa6C-N-kpYTtd1jMnAPU2M0APdRMsC7;"<p>Chaque semaine, découvrez le regard d'une figure contemporaine : artiste, écrivain, philosophe, designer, musicien, acteur, metteur en scène, cinéaste, scientifique, sur une oeuvre de son choix dans les collection des musées d'Orsay et de l'Orangerie.</p><p>A découvrir sur YouTube : saison 1 et 2</p>";;Une Oeuvre, un regard;Expos, musées;Tous publics;Vidéo, flux en direct, programmes en différé;Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.86045, 2.325696
2156;France Télévisions;7, Esplanade Henri de France;75015;Paris;https://www.france.tv/collection/1349845-sur-les-planches/;<p>Le théâtre comme si vous y étiez La magie du 6e art s'invite chez vous. Au programme : une sélection de spectacles captés en direct, à (re)voir quand vous le souhaitez. Le premier rang vous attend, prenez donc place !</p>;;Sur les planches;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Théâtre, Spectacles;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.839003, 2.270817
2191;France Télévisions;7 esplanade Henri-de-France;75015;Paris;https://www.lumni.fr/programme/mediatropismes;<p>Une série audiovisuelle d'éducation aux médias et à l'information destinée aux collégiens et lycéens qui propose de mettre en lumière et en images quelques grands enjeux de la culture médiatique et numérique d'aujourd'hui.</p>;Collège|Lycée;Médiatropismes (Lumni);Approfondir ses connaissances;Enfants;Vidéo, flux en direct, programmes en différé,Ressources pédagogiques,Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels;Éducation aux médias;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.839003, 2.270817
2192;Arte;8 rue Marceau;92130;Issy-les-Moulineaux;https://www.arte.tv/fr/videos/083310-000-A/tous-surveilles-7-milliards-de-suspects/;<p>Une enquête qui dresse un panorama mondial de l'obsession sécuritaire, avec un constat glaçant : le totalitarisme numérique est pour demain. Ce documentaire de Sylvain Louvet et Ludovic Gaillard a reçu le prix Albert Londres de l’audiovisuel 2020.</p>;;Tous surveillés : 7 milliards de suspects;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Éducation aux médias;Sous-titrage (ST);Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.826983, 2.271403
2208;Association e-Enfance;11 rue des Halles;75001;Paris;https://quiz-digital-incollables.playbac.fr/deviens-un-super-heros-du-net/39;<p>Les Incollables ® « Super-héros du net » Avec son partenaire les éditions Playbac ©, l’Association e-Enfance propose une édition spéciale Les Incollables ® sur les « Super-héros du net ». Ce jeu éducatif sous forme de quiz s’adresse aux élèves de primaire. Dans sa version interactive, les jeunes internautes et leurs parents pourront découvrir : – les bonnes pratiques en ligne, notamment sur smartphone et réseaux sociaux – les bons réflexes dans les situations de harcèlement en ligne – les droits sur Internet, comme le droit d’accès ou de déréférencement, pour apprendre à devenir des citoyens numériques. Date : 2020 Public : Parents et enfants de primaire Thème : Bonnes pratiques en ligne</p>;;Les Incollables;Approfondir ses connaissances;Tous publics;Ressources pédagogiques,Jeux;Éducation aux médias;Navigation au clavier;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.859708, 2.346596
2220;Espace de l'Art Concret;Château de Mouans;06370;Mouans-Sartoux;https://www.youtube.com/channel/UCahwNEGdmhd1vBBBbmQoLbA;<p>Vidéos inédites autour de la restauration d'œuvres d’art, des rencontres d'artistes, ou encore des réserves de la collection.</p>;;Chaîne Youtube;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;Arts visuels;Sous-titrage;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;43.636985, 6.974214
2224;Association Aware;110 boulevard Saint Germain;75006;Paris;https://awarewomenartists.com;<p>Depuis sa création en 2014, l’association AWARE travaille à rendre visibles les artistes femmes du XXe siècle en produisant et en mettant en ligne sur son site Internet des contenus gratuits et entièrement bilingues français/anglais sur leurs œuvres. Les textes biographiques en ligne sont principalement issus du Dictionnaire universel des créatrices publié en 2013, grâce à un partenariat avec les Éditions des Femmes – Antoinette Fouque. Ce répertoire rassemble des artistes femmes du champ des arts plastiques, nées entre 1860 et 1972, sans limites de médiums ni de pays. Les partenariats tissés en France et à l’international avec des musées, universités, historien·ne·s de l’art mais aussi mécènes ou saisons culturelles contribuent également au développement croissant de sa base de données avec la mise en ligne hebdomadaire de nouveaux profils d’artistes ou d’articles de recherche. Une attention particulière est par ailleurs portée à l’accessibilité de tous et toutes à une information de qualité. Parcours thématiques sur des sujets majeurs de l’histoire de l’art, série de dessins animés destinés aux enfants ou encore podcasts offrent ainsi des entrées ludiques pour mieux comprendre ou découvrir les vies et les œuvres des artistes femmes.</p>;;Aware : Archives of Women Artists, Research and Exhibitions;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé,Audio, radio, podcasts,Images, collections numérisées, bases de données;Arts décoratifs, design, métiers d’art,Arts numériques,Arts visuels,Audiovisuel,Cinéma,Musées,Peinture,Photographie,Sculpture;;Toute une vie ne suffit pas;Accès permanent;Organisme privé;;;;48.851896, 2.341723
2317;Visite 360 Pro;211 rue du Ballon, appt 46 bat B 6eme etg;59110;La Madeleine;https://iss360.ovh/;<p>Découvrez l'ISS comme si vous y étiez ! Pendant ses 196 jours passés à bord de la Station Spatiale Internationale, Thomas Pesquet a réalisé des clichés pour un Google Street View de ISS. En voici une version hyper enrichie par Visite 360 Pro.</p>;;Visite virtuelle de Station Spatiale Internationale (ISS);Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé,Ressources pédagogiques;Sciences;Navigation au clavier;Le temps d’un vrai déjeuner;Accès permanent;Organisme privé;Activités spatiales;;Module de traduction;50.646292, 3.079846
2319;France Télévisions;7 Esplanade Henri de France;75015;Paris;https://www.lumni.fr/programme/info-intox;<p>20 courts modules pédagogiques des Observateurs de France 24 sur les manipulations d'images, de sons et de vidéos qui circulent sur Internet et les réseaux sociaux avec des conseils d'outils à utiliser pour débusquer ces intox.</p>;;Info ou Intox;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé,Ressources pédagogiques;Éducation aux médias;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.839003, 2.270817
2320;France Télévisions;7 Esplanade Henri de France;75015;Paris;https://www.lumni.fr/programme/ma-vie-de-profil;"<p>Dans la série de courtes vidéos ""Ma vie de profil"", de jeunes artistes et YouTubeurs / YouTubeuses acceptent de voir leur présence en ligne être passée au peigne fin, ce qui permet de détecter quelques failles... et de donner de judicieux conseils en matière de protection de ses informations personnelles et de sa vie privée sur Internet...</p>";;Ma vie de profil;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Éducation aux médias;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.839003, 2.270817
2326;Radio France;116 avenue du Président Kennedy;75016;Paris;https://www.franceculture.fr/emissions/mecaniques-du-complotisme;<p>Une série audio de France Culture qui explore la construction des théories complotistes à travers quelques grands sujets ou évènements historiques.</p>;;Mécanismes du complotisme;Actualités, débats;Tous publics;Audio, radio, podcasts;Éducation aux médias;;Le temps d’un week-end;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.852149, 2.279529
2370;Les Livreurs;31, rue Benjamin Franklin;75016;Paris;https://leslivreurs.com/solo-theatre/;<p>Solo théâtre : un interprète, une pièce, une heure ! Un véritable « Tout en 1 » Seul en scène et avec sa voix comme unique alliée, 1 interprète fait entendre 1 pièce de théâtre en 1 heure. Ni décor, ni accessoire – pourtant tout y est : intensité des émotions, virtuosité des caractères, élégance du verbe.</p>;;Solos théâtre;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Théâtre, Spectacles;;Le temps d’une soirée;Accès permanent;Organisme privé;;;;48.861068, 2.286192
2377;Centre des arts;12-16 rue de la libération;95880;Enghien Les Bains;https://www.youtube.com/user/Cine70s/videos;<p>Critique, historien du cinéma et réalisateur, grand exégète des seventies, Jean-Baptiste Thoret a présenté 4 cycles au Centre des arts d'Enghien-les-Bains. Sa passion et son énergie communicatives vous donneront l'envie de découvrir ou redécouvrir tout un pan de l'histoire du histoire du cinéma.</p>;;Ciné club Jean-Baptiste Thoret;Approfondir ses connaissances;Parents / Éducateurs;Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels;Cinéma,Éducation artistique et culturelle;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.972266, 2.305695
2383;Le Palais royal;3, rue Vineuse 75016 Paris;75016;Paris;https://le-palaisroyal.com/videos/;"<p>Retrouvailles au Petit Palais royal : une mini-série de 6 vidéos réalisées par Gaultier Durhin, en partenariat avec Le Petit Palais. 4 jeunes talents du Palais royal : le pianiste Orlando Bass interpréte le 1er mouvement du Concerto pour piano n°2 de Saint-Saëns et une improvisation sur la Symphonie écossaise de Mendelssohn ; il est rejoint ensuite par 3 chanteurs (Marion Vergez-Pascal, Mathys Lagier, Adrien Fournaison) qui interprètent des airs d'opéra et d'opérette français, avec pour leitmotiv émois amoureux et intrigues rocambolesques.</p>";;Retrouvailles au Petit Palais royal;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.85885, 2.284524
2387;ARTE;4 quai du Chanoine Winterer;67075;Strasbourg;https://www.arte.tv/fr/videos/RC-014077/28-minutes/;<p>De courts films d'animation diffusés chaque semaine dans 28', le magazine d'actualité d'ARTE, pour débusquer simplement et efficacement des infox venant polluer le débat public.</p>;;Désintox;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Éducation aux médias;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.593673, 7.766187
2390;Centre des arts;12-16 rue de la libération;95880;Enghien Les Bains;https://mooc-culturels.fondationorange.com/enrol/synopsis/index.php?id=208;"<p>Le MOOC ""Art et création numérique"" nous invite à comprendre comment la technologie a modifié, depuis déjà la moitié du 20e siècle, nos perceptions de l’espace, du temps et de nous-mêmes… mais également comment elle a influencé nos rapports avec une société en pleine transformation. Depuis plusieurs décennies, les artistes s’emparent de cette transformation technologique qui s’opère dans nos vies pour proposer de nouveaux imaginaires. Pour nous aider à décrypter la réalité, ils n’hésitent pas à porter un regard critique sur les technologies et à revisiter les formes artistiques traditionnelles. Musiciens, plasticiens, chorégraphes, vidéastes : tous font naître les relations que l’on partage avec des robots, des algorithmes, des sons, des univers virtuels et des nouveaux imaginaires.</p>";;MOOC Art et création numérique;Approfondir ses connaissances;Tous publics;Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels;Arts numériques,Arts visuels,Danse,Musique, concerts et opéras;;Le temps d’un week-end;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.972266, 2.305695
2401;Médiathèque Enghien-les-Bains;5-7 rue de Mora;95880;Enghien-les-Bains;https://www.youtube.com/watch?v=n7LOT8r02Us;"Le nouvel essai de Maxime Rovere « L’École de la vie », Érotique de l’acte d’apprendre (Ed.Flammarion ; sept. 2020) porte sur l’école, ce lieu qui rassemble des corps autant que des esprits et qui fait circuler de telles énergies qu’il est toujours possible d’apprendre, même d’un « mauvais » professeur.Étudier ne « sert » à rien, ou plutôt qu’à une seule chose : à savoir comment interagir avec les autres. Ce plaidoyer pour des savoirs passionnés rompt avec tout ce que vous avez pu lire sur l’école : vous regretterez de ne plus y être…";|||;Conférence de Maxime Rovère;Actualités, débats;Tous publics;Vidéo, flux en direct, programmes en différé,,,,,,,,;Littérature, sciences humaines, langues,,,,,,,,,,,,,,,,,,,,,,,,,,;,,,,,,,,;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;48.969907, 2.307862
