nom_du_jardin;code_postal;region;departement;adresse_complete;adresse_de_l_entree_du_public;numero_et_libelle_de_la_voie;complement_d_adresse;commune;code_insee;code_insee_departement;code_insee_region;latitude;longitude;site_internet_et_autres_liens;types;annee_d_obtention;description;auteur_nom_de_l_illustre;identifiant_deps;identifiant_origine;accessible_au_public;conditions_d_ouverture;equipement_precision;date_de_creation;date_de_maj;coordonnees_geographiques
Parc de la Grange-aux-Champs;55800;Grand Est;Meuse;2B Rue du Château, 55800 Nettancourt, France;2B Rue du Château, 55800 Nettancourt, France;2B Rue du Château;;Nettancourt;55378;55;44.0;48.875923;4.943678;"[""http://www.la-grange-aux-champs.fr""]";Parc paysager,Jardin privé;2011;"Le parc de la Grange aux Champs occupe le fond et les versants du vallon de la Leurande qui forme le fil conducteur à travers bassins, carpières, ruisseaux, étang, ponctué par différentes scènes et fabriques. Des essences variées nous mènent au château. Une rocaille surplombée d'une statue de Neptune veille sur les bassins, ombragée par les érables japonais. Un lavoir argonnais se laisse traverser par les eaux.En cette année 2014, il est nécessaire de souligner que le château et parc furent le siège de l'état major de l'armée du centre pendant les quatre années de guerre.";;JARD_55378_0001;MHR_44_JR0039;"[""ouvert""]";"[""de jour""]";monument historique;2020-06-08 09:25:00;2022-12-19 17:19:45;48.875923, 4.943678
Jardin du château de Kolbsheim;67120;Grand Est;Bas-Rhin;21 Rue de la Division Leclerc, 67120 Kolbsheim, France;21 Rue de la Division Leclerc, 67120 Kolbsheim, France;21 Rue de la Division Leclerc;;Kolbsheim;67247;67;44.0;48.560498;7.584067;"[""https://www.parcsetjardins.fr/jardins/349-parc-et-jardin-du-chateau-de-kolbsheim""]";Jardin régulier,Parc paysager,Jardin privé;2006;Le château de Kolbsheim a été construit vers 1703. Les jardins à la française en terrasses et le parc paysager le long du canal de la Bruche ont été créés à partir des années 1920. L'ensemble témoigne de l'aventure spirituelle des Grunelius, liés au philosophe Jacques Maritain.;;JARD_67247_0001;MHR_44_JR0004;[];[];monument historique;2020-06-08 09:23:00;2022-07-22 10:27:55;48.560498, 7.584067
Jardin exotique;6360;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;20 Rue du Château, 06360 Èze, France;20 Rue du Château, 06360 Èze, France;20 Rue du Château;;Èze;6059;6;93.0;43.727901;7.361404;"[""https://www.jardinexotique-eze.fr""]";Jardin contemporain,Jardin de collection,Jardin public;2015;Jardin exotique avec une riche collection de cactus, d'agavacées et de plantes succulentes. Dans la partie nord, une présentation de plantes méditerranéennes avec des grottes et une cascade.;;JARD_06059_0001;MHR_93_JR0016;[];[];;2020-06-08 09:23:00;2022-07-22 10:28:20;43.727901, 7.361404
Parc Sainte-Marie;54000;Grand Est;Meurthe-et-Moselle;38 Avenue du Maréchal Juin, 54000 Nancy, France;38 Avenue du Maréchal Juin, 54000 Nancy, France;38 Avenue du Maréchal Juin;;Nancy;54395;54;44.0;48.6791561;6.1730195;"[""http://www.mairie-nancy.fr/""]";Parc paysager,Jardin public;2011;Ce parc tire son nom des ermitages consacrés à la Vierge au XVIIe siècle, loin des murs de la ville. La commune achète le domaine en 1904 pour en faire un jardin public en contrepoint de la Pépinière pour ce quartier nouvellement urbanisé. En 1909, s’y tient l’Exposition Internationale de l’Est de la France, dont la Maison alsacienne reste un témoin pittoresque. Rebaptisée Maison de la Nature, elle invite gracieusement le public à découvrir des expositions sur des thèmes liés à l’environnement, organise des animations diverses ainsi que des visites botaniques guidées.;;JARD_54395_0001;MHR_44_JR0036;[];[];monument historique;2020-06-08 09:24:00;2022-10-07 22:17:47;48.6791561, 6.1730195
Parc Phoenix;6200;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;8 Av. Charles Buchet, 06200 Nice, France;8 Av. Charles Buchet, 06200 Nice, France;8 Av. Charles Buchet;;Nice;6088;6;93.0;43.66808;7.215461;"[""http://www.Parc-Phoenix.org"", ""https://www.facebook.com/parcphoenix06/"", ""https://www.instagram.com/parcphoenix06/""]";Parc paysager,Jardin de collection,Jardin public;2011;Parc public floral de 7 hectares ouvert en 1990 comprenant 20 jardins à thèmes de type méditerranéen. Serre, collection végétale, parcours botanique et animalier. Plan d’eau, cascade.;;JARD_06088_0001;MHR_93_JR0013;[];[];;2020-06-08 09:25:00;2022-07-22 10:28:55;43.66808, 7.215461
Jardin de l'Escalier;67170;Grand Est;Bas-Rhin;L'Escalier - Le Jardin, 67170 Brumath, France;L'Escalier - Le Jardin, 67170 Brumath, France;L'Escalier - Le Jardin;;Brumath;67067;67;44.0;48.736771;7.708799;"[""http://www.a-lescalier.com""]";Jardin contemporain,Jardin privé;2008;"Mélange de styles entre espace arboré, jardin potager, verger, forêt de bambous.Une pergola marque l’entrée dans le jardin. L’allée gravillonnée qui se déroule entre un jardin méditerranéen et un jardin d’ombre conduit au potager inspiré des carrés de simples médiévaux. Un bassin crée une transition avec le verger de rosacées, qui débouche sur un jardin zen cerné de bambous. Le parcours s’achève dans l’agora avec son pavillon sur pilotis d’influence japonaise.";;JARD_67067_0001;MHR_44_JR0002;"[""ouvert""]";"[""saisonnière"", ""de jour""]";;2020-12-11 13:16:30;2022-12-19 17:18:30;48.736771, 7.708799
Camifolia;49120;Pays de la Loire;Maine-et-Loire;10 La Chaillou, 49120 Chemillé-en-Anjou, France;10 La Chaillou, 49120 Chemillé-en-Anjou, France;10 La Chaillou;;Chemillé-en-Anjou;49092;49;52.0;47.207206;-0.732168;"[""https://www.jardin-camifolia.com/"", ""https://www.facebook.com/JardinCamifolia"", ""https://www.instagram.com/jardincamifolia/""]";Jardin contemporain,Jardin de collection,Jardin public;2018;Créé en 1976 par un groupe de producteurs, Camifolia est un parc dédié aux plantes médicinales et aromatiques qui témoigne d'une activité séculaire dans la région de Chemillé. Dans le cadre privilégié d'un coteau vallonné et bordé par l'Hyrôme, le jardin a été entièrement repensé pour mieux vous accueillir.;;JARD_49092_0001;MHR_52_JR0020;"[""ouvert""]";"[""de jour""]";;2020-06-08 09:23:00;2022-12-21 12:24:31;47.207206, -0.732168
Les Fontaines Bleues du château de Beaulon;17240;Nouvelle-Aquitaine;Charente-Maritime;25 Rue Saint-Vincent, 17240 Saint-Dizant-du-Gua, France;25 Rue Saint-Vincent, 17240 Saint-Dizant-du-Gua, France;25 Rue Saint-Vincent;;Saint-Dizant-du-Gua;17325;17;75.0;45.433879;-0.704427;"[""https://chateau-de-beaulon.fr"", ""https://www.instagram.com/chateau_de_beaulon/""]";Jardin régulier,Parc paysager,Jardin privé;2006;Dans la magie intemporelle du Jardin - Remarquable - sublimée aux beaux jours lorsque soleil, lumière, ombres jouent de concert sur les ramures séculaires et la palette fleurie multicolore, l’Enfant vole à la rencontre des Fées tandis que les grands s’éparpillent selon leurs préférences : contemplation du passé gothique du Château ou découverte de ses nectars.;;JARD_17325_0001;MHR_75_JR0039;[];[];;2020-06-08 09:23:00;2022-07-22 10:28:05;45.433879, -0.704427
Les jardins de Séricourt;62270;Hauts-de-France;Pas-de-Calais;1 Rue du Bois, 62270 Séricourt, France;1 Rue du Bois, 62270 Séricourt, France;1 Rue du Bois;;Séricourt;62791;62;32.0;50.297074;2.312477;"[""http://www.jardindesericourt.com""]";Jardin contemporain,Jardin privé;2004;Nichés dans un magnifique vallon du Ternois, les jardins de Séricourt sont un parc de plus de 4 hectares où le visiteur est emmené dans une suite de chambres et d'espaces surprenants. Séricourt est avant tout un jardin poétique où la diversité des plantes sert la création artistique.;;JARD_62791_0001;MHR_32_JR0006;[];[];;2020-06-08 09:23:00;2022-07-22 10:28:13;50.297074, 2.312477
Jardin de la ferme Perrine;97232;Martinique;Martinique;Habitation Carrere 97232 Le Lamentin, France;Habitation Carrere, 97232 Le Lamentin, France;Habitation Carrere;chemin Carrère;Le Lamentin;97213;972;2.0;14.58459;-61.001863;"[""https://fermeperrine.com/""]";Jardin contemporain,Jardin privé;2022;"La ferme de Perrine est une site offrant à ses visiteurs une découverte des espèces animales qu’elle héberge et des essences végétales qui s’articulent autour des installations présentes. Dans les projets de développement, le gérant prévoit la création d’un jardin de plantes aromatiques et médicinales utilisées dans la pharmacopée locale.Le site s’intègre dans le site agricole de la plaine de Carrère et de son réseau de cours d’eau.Éléments remarquables : Architecture végétale (kaz à orchidées), présentation d’animaux domestiques et sauvages en lien avec le patrimoine local (paon blanc, canards de collection, tortues, etc…) ; essences remarquables (corypha talipot, mimosa pudique, palmiers à tronc rouge, roses du désert, toha, …)";;;;"[""ouvert""]";[];;2022-12-14 17:19:24;2023-01-11 11:38:25;14.58459, -61.001863
L'Ile Verte;92290;Île-de-France;Hauts-de-Seine;34 Rue Eugène Sinet, 92290 Châtenay-Malabry, France;34 Rue Eugène Sinet, 92290 Châtenay-Malabry, France;34 Rue Eugène Sinet;;Châtenay-Malabry;92019;92;11.0;48.773529;2.270459;"[""http://vallee-aux-loups.hauts-de-seine.fr/les-autres-lieux-de-promenade/l-ile-verte""]";Parc paysager,Jardin public;2011;Jardin d’émotions, créé au XIXe siècle par le poète Jules Barbier, l’Ile verte est aménagée dans l’esprit des grands paysagistes anglais, partisans du retour à la nature. L’architecture de la maison qui fut celle du peintre Jean Fautrier et des dépendances sont en harmonie. Cours pratiques de jardinage animés régulièrement.;;JARD_92019_0003;MHR_11_JR0007;[];[];;;2022-07-22 10:27:59;48.773529, 2.270459
Parc et jardins du château de Chenonceau;37150;Centre-Val de Loire;Indre-et-Loire;10 Rue du Château, 37150 Chenonceaux, France;10 Rue du Château, 37150 Chenonceaux, France;10 Rue du Château;;Chenonceaux;37070;37;24.0;47.331142;1.066684;"[""http://www.chenonceau.com"", ""https://www.instagram.com/chateau_chenonceau/""]";Jardin régulier,Jardin vivrier,Jardin privé;2004;Jardins d'esprit Renaissance et labyrinthe végétal (80 hectares).;;JARD_37070_0001;MHR_24_JR0014;[];[];monument historique;2020-12-11 13:15:55;2022-07-22 10:27:50;47.331142, 1.066684
Jardin du musée Hébert;38700;Auvergne-Rhône-Alpes;Isère;2 Chem. Hébert, 38700 La Tronche, France;2 Chem. Hébert, 38700 La Tronche, France;2 Chem. Hébert;;La Tronche;38516;38;84.0;45.205515;5.751318;"[""http://www.musee-hebert.fr"", ""https://www.facebook.com/museehebert/"", ""https://www.instagram.com/museehebert/""]";Jardin régulier,Parc paysager,Jardin public;2004;Composition de jardins des XVIIIe, XIXe et XXe siècles. Jardin à l'anglaise et jardin régulier de 2 hectares, l'ensemble a su conserver le charme d'un jardin d'artiste peintre. Ouverture toute l'année.;;JARD_38516_0001;MHR_84_JR0024;[];[];"maison des illustres; musee de france";2022-03-09 12:54:30;2022-07-22 10:27:50;45.205515, 5.751318
Pépinières et roseraies Paul Croix;42220;Auvergne-Rhône-Alpes;Loire;2 Bd d'Almandet, 42220 Bourg-Argental, France;2 Bd d'Almandet, 42220 Bourg-Argental, France;2 Bd d'Almandet;;Bourg-Argental;42023;42;84.0;45.296929;4.565193;"[""http://pepinieres-paul-croix.fr"", ""https://www.facebook.com/PepinieresRoseraiesPaulCroix/""]";Jardin de collection,Jardin privé;2011;Pépinière privée de 5 hectares, créée sous ordonnance royale en 1819 par Adrien Sénéclauze. La famille Croix, obtentrice et créatrice de roses, a transformé une partie de la pépinière en scènes de jardins : 3 roseraies (technique, conservatoire de 18 000 rosiers et 450 variétés de roses anciennes), collection de magnolias, azalées et glycines et parcours des arbres anciens dont érables japonais centenaires.;;JARD_42023_0001;MHR_84_JR0028;"[""ouvert""]";"[""de jour""]";;2020-12-11 13:15:56;2022-12-15 17:07:12;45.296929, 4.565193
Parc du domaine de Vizille;38220;Auvergne-Rhône-Alpes;Isère;103 Pl. du Château, 38220 Vizille, France;103 Pl. du Château, 38220 Vizille, France;103 Pl. du Château;;Vizille;38562;38;84.0;45.075491;5.772339;"[""http://www.domaine-vizille.fr"", ""https://www.facebook.com/DomaineVizille/"", ""https://www.instagram.com/domainedevizille/""]";Jardin régulier,Parc paysager,Jardin public;2006;Le parc du château de Vizille, installé dans la vallée de la Romanche a été conçu au XVIIe siècle comme un jardin de plaisir par le duc de Lesdiguières. Ponctué par un canal courbe terminé par une cascade et de nombreux ruisseaux et canaux, le domaine de 100 hectares offre à la visite une roseraie, un carré de senteurs (aromatiques) et au-delà un parc à l'anglaise de quarante hectares, aux essences végétales, variées s'organise autour de grands mails de platanes qui délimitent prairies et clairières. Roseraie, parterre contemporain d'inspiration Renaissance, parvis minéral et salle de Verdure. Un parc animalier de soixante deux hectares occupe le fond de la vallée. Parc protégé au titre des monuments historiques, classement 23.08.1991. Ouvert toute l'année.;;JARD_38562_0001;MHR_84_JR0027;[];[];"monument historique; musee de france";2020-12-11 13:15:57;2022-07-22 10:27:55;45.075491, 5.772339
Jardin de Kerdalo;22220;Bretagne;Côtes d'Armor;2 Imp. de Kerdalo, 22220 Trédarzec, France;2 Imp. de Kerdalo, 22220 Trédarzec, France;2 Imp. de Kerdalo;;Trédarzec;22347;22;53.0;48.785461;-3.212572;"[""http://www.lesjardinsdekerdalo.com""]";Parc paysager,Jardin contemporain,Jardin de collection,Jardin privé;2005;Ancien château fort du XVe siècle avec une tour militaire et des douves en eau. Façade Renaissance bretonne remarquable. Tour carrée avec haute cheminée.;;JARD_22347_0001;MHR_53_JR0008;[];[];monument historique;2022-03-09 12:54:19;2022-07-22 10:27:59;48.785461, -3.212572
Parc d'Azay-le-Ferron;36290;Centre-Val de Loire;Indre;2 Le Fouillaumain, 36290 Azay-le-Ferron, France;2 Le Fouillaumain, 36290 Azay-le-Ferron, France;2 Le Fouillaumain;;Azay-le-Ferron;36010;36;24.0;46.867259;1.077491;"[""http://www.chateau-azay-le-ferron.com""]";Jardin régulier,Parc paysager,Jardin public;2011;"Grand parc de 20 hectares réaménagé au XIXe siècle par les frères Bühler. Jardin à la trançaise (topiaires), jardin fleuriste, collection de roses anciennes, verger conservatoire, potager.";;JARD_36010_0001;MHR_24_JR0008;[];[];monument historique;;2022-07-22 10:28:43;46.867259, 1.077491
Jardin du château de Bournazel;12390;Occitanie;Aveyron;1027 Puech de Fage, 12390 Bournazel, France;1027 Puech de Fage, 12390 Bournazel, France;1027 Puech de Fage;;Bournazel;12031;12;76.0;44.446546;2.302384;"[""http://www.chateau-bournazel.fr"", ""https://www.facebook.com/ChateaudeBournazel"", ""https://twitter.com/ChBournazel"", ""https://www.instagram.com/chateaudebournazel/""]";Jardin régulier,Jardin privé;2015;"Fruit d'un long travail en archives et d'une campagne de fouilles archéologiques, la restauration des jardins de Bournazel offre un exemple cohérent de composition réalisé entre 1542 et 1561. Certains aménagements et certaines essences végétales demeurent bien évidemment inconnus. Mais le principe planimétrique et la rigueur géométrique l'inscrivent dans l'univers artistique et intellectuel du milieu du XVIe siècle. C'est pourquoi, les nouveaux tracés des jardins de Bournazel respectent les leçons des fouilles archéologiques, mais s'inspirent aussi des modèles et des théories qui ont marqué l'Europe de la Première Renaissance. En juillet 2016, sont présents à Bournazel, outre neuf parterres thématisés sur l'éducation d'un prince fortuné (leçon prise sur les métopes du château), des fontaines, des vases, un polyandrion, des jardins de chambre et des ""aires"", un labyrinthe, des tonnelles et des terrasses, …. dont l'organisation symbolique, littéraire et intellectuelle rappelle les ambitions de la Renaissance.";;JARD_12031_0001;MHR_76_JR0035;"[""ouvert""]";"[""de jour""]";monument historique;2020-06-08 09:25:00;2022-12-21 11:55:14;44.446546, 2.302384
Le jardin de mon moulin;52300;Grand Est;Haute-Marne;4 All. de la Mazelle, 52300 Thonnance-lès-Joinville, France;4 All. de la Mazelle, 52300 Thonnance-lès-Joinville, France;4 All. de la Mazelle;;Thonnance-lès-Joinville;52490;52;44.0;48.457249;5.181408;"[""http://www.lesjardinsdemonmoulins.fr""]";Jardin contemporain,Jardin privé;2008;Ensemble de jardins à thèmes occupant plus de 8000 m2. Les compositions mettent à profit l’eau et se colorent de nombreuses vivaces, 700 variétés de pivoines, …. ou de légumes variés dont l’exubérance est contenue par des plessés d’esprit médiéval.;;JARD_52490_0001;MHR_44_JR0022;[];[];;2020-06-08 09:24:00;2022-07-22 10:28:09;48.457249, 5.181408
Jardin botanique;97126;Guadeloupe;Guadeloupe;165 Allee Courbaril, Deshaies 97126;165 Allee Courbaril, 97126 Deshaies, France;165 Allee Courbaril;;Deshaies;97111;971;1.0;16.296536;-61.794734;"[""http://www.jardin-botanique.com"", ""https://www.facebook.com/jardinbotaniquedeshaies/"", ""https://twitter.com/BotaniqueJardin"", ""https://www.instagram.com/jardinbotaniquededeshaies/""]";Parc paysager,Jardin de collection,Jardin privé;2006;"L'ancienne propriété de Coluche a été aménagée en 1998 par Michel Gaillard en jardin botanique, paysager et animalier. Le jardin présente un large éventail de plantes et fleurs tropicales (plus de 1000 espèces) mises en espace à travers 1,5 km d'allées ponctuées d'éléments remarquables (petit parc animalier, pièces d’eau, restaurant panoramique, espaces de jeux).";;JARD_97111_0001;MHR_01_JR0002;[];[];;;2023-01-08 00:21:29;16.296536, -61.794734
